Pattern,Matches,Clue,Answer,Quality,Reviewed
rep_y,reply repay,,,,
_onte,monte conte,,,,
le_ch,leach leech,,,,
li_er,liver liter liner liber,,,,
spa_e,space spare spake spade spate,,,,
ti_y,tiny tidy,,,,
_ray,gray pray tray bray fray wray cray dray,,,,
pl_te,plate plete,,,,
e_otic,exotic erotic,,,,
keele_,keeler keeled,,,,
_omp,pomp romp,,,,
_eacon,beacon deacon,,,,
_abble,rabble babble,,,,
kin_ly,kindly kingly,,,,
fo_t,foot fort font,,,,
meat_,meath meaty,,,,
li_ter,litter lister lifter,,,,
br_wn,brown brawn,,,,
p_x,pox pax pix,,,,
gi_,gin git gig gif gib,,,,
_ope,hope pope rope cope dope nope lope,,,,
produc_,product produce,,,,
due_,duel duet,,,,
_itting,sitting fitting,,,,
s_ep,step seep,,,,
ic_,ice icy ich,,,,
guil_less,guiltless guileless,,,,
s_iny,shiny spiny,,,,
crum_,crumb crump,,,,
_aster,master faster easter caster,,,,
ma_uring,maturing manuring,,,,
cha_e,chase chace chafe,,,,
rou_,rout roux roup,,,,
mo_o,mono moro moto,,,,
b_ck,back buck beck,,,,
i_let,inlet islet,,,,
_ustle,bustle rustle hustle,,,,
plo_,plot plow ploy,,,,
va_e,vale vase vane,,,,
b_ll,bill ball bell bull boll,,,,
til_,till tile tilt,,,,
wors_,worse worst,,,,
abys_al,abyssal abysmal,,,,
win_,wind wine wing wink,,,,
ve_t,vent vest vert,,,,
_ocus,focus locus,,,,
h_tch,hatch hitch hutch,,,,
idio_,idiot idiom,,,,
_lood,blood flood,,,,
t_d,ted tod tid,,,,
_omic,comic nomic,,,,
gi_der,girder gilder,,,,
cas_,case cash cast cass casa cask,,,,
str_cture,structure stricture,,,,
poll_ck,pollock pollack,,,,
spo_e,spoke spore,,,,
angle_,angled angler,,,,
pe_k,peak peck peek perk,,,,
clo_er,closer clover,,,,
_leet,fleet sleet,,,,
r_ach,reach roach,,,,
boile_,boiler boiled,,,,
_ndorser,indorser endorser,,,,
_anny,nanny canny,,,,
a_cent,accent ascent,,,,
_ental,mental dental rental,,,,
t_nic,tonic tunic,,,,
g_ass,glass grass,,,,
trie_,tried trier,,,,
ador_,adorn adore,,,,
drive_,driven driver,,,,
c_p,cup cap cop,,,,
ble_,blew bled,,,,
f_cal,focal fecal,,,,
lo_ry,lowry lorry,,,,
_anity,vanity sanity,,,,
so_i,soli sori,,,,
_ata,data rata lata,,,,
sw_ng,swing swung,,,,
pur_,pure puri purr,,,,
fis_,fish fist fisk,,,,
missi_e,missile missive,,,,
tast_,taste tasty,,,,
gol_,gold golf,,,,
dan_,dane dang dank,,,,
sli_,slip slid slit slim,,,,
mamm_,mamma mammy,,,,
h_re,here hire hare hore,,,,
lin_age,linkage lineage,,,,
li_ting,listing lifting,,,,
_ac,pac mac sac lac fac bac tac,,,,
sensibl_,sensible sensibly,,,,
_linch,clinch flinch,,,,
p_ppy,puppy poppy,,,,
_ivalent,divalent bivalent,,,,
_uckling,buckling suckling duckling,,,,
chee_,cheek cheer,,,,
_ount,count mount fount,,,,
li_erally,literally liberally,,,,
h_r,her hir,,,,
l_nt,lent lint lant lunt,,,,
de_th,death depth,,,,
casual_y,casualty casually,,,,
eva_uate,evaluate evacuate,,,,
_ete,tete fete mete rete,,,,
s_re,sure sore sire sere,,,,
ma_der,madder mander,,,,
br_tish,british brutish,,,,
brea_h,breath breach,,,,
lo_us,locus lotus,,,,
t_bular,tubular tabular,,,,
amicabl_,amicable amicably,,,,
_wine,swine twine,,,,
sna_,snap snag,,,,
ker_,kern kerb,,,,
_ond,bond pond fond lond cond,,,,
_enerate,generate venerate,,,,
pri_ate,private primate,,,,
_asement,basement easement casement,,,,
_ona,mona dona zona,,,,
bi_e,bite bile bike bide,,,,
t_ngle,tangle tingle,,,,
star_ing,starting starling,,,,
_amara,camara samara,,,,
b_nk,bank bunk,,,,
cha_,chap chat char chad cham,,,,
chin_,china chine chink,,,,
s_nder,sender sunder,,,,
p_rted,parted ported,,,,
ta_,tax tap tar tab tan tag tai tat tau tac tas taw,,,,
ti_ker,tinker ticker,,,,
pa_ent,patent parent,,,,
smi_e,smile smite,,,,
p_rson,person parson,,,,True
prote_n,protein protean,,,,
li_p,limp lisp,,,,
_urry,hurry curry furry murry,,,,
_se,use ese,,,,
gri_f,grief griff,,,,
s_eptic,sceptic skeptic,,,,
_ame,same name came game fame dame tame lame hame,,,,
m_llow,mellow mallow,,,,
_ildness,wildness mildness,,,,
_lender,slender blender,,,,
m_nk,monk mink,,,,
bal_,ball bald bale balm balk,,,,
medi_,media medic,,,,
pla_ted,planted plaited,,,,
re_ast,recast repast,,,,
gr_pe,grape grope gripe,,,,
_ade,made wade fade bade jade dade cade rade,,,,
d_aling,dealing dialing,,,,
t_sting,testing tasting,,,,
g_ide,guide glide,,,,
chlori_e,chloride chlorine chlorite,,,,
inter_al,internal interval,,,,
becke_,becker becket,,,,
_opper,copper hopper popper topper,,,,
_inding,finding binding winding minding,,,,
slic_,slice slick,,,,
te_tonic,tectonic teutonic,,,,
raise_,raised raiser,,,,True
ra_d,rand raid,,,,
_rader,trader grader,,,,
fi_e,five fire fine file fife fice,,,,
g_tter,gutter getter,,,,
bo_ting,boating bolting,,,,
rai_er,raiser raider,,,,
ine_t,inert inept,,,,
s_ave,slave shave stave suave,,,,
ta_ker,talker tasker,,,,
che_k,check cheek,,,,
_actic,lactic tactic,,,,
ha_d,hand hard,,,,
t_ber,tuber taber,,,,
_lide,slide glide,,,,
boun_ing,bounding bouncing,,,,
sm_t,smut smit,,,,
_olster,bolster holster,,,,
painte_,painted painter,,,,
_ombard,lombard bombard,,,,
_uller,fuller muller duller puller,,,,
fin_,find fine finn,,,,
_im,him aim rim dim lim vim nim,,,,
kit_,kite kith,,,,
mer_y,mercy merry,,,,
p_llen,pollen pullen,,,,
_rant,grant brant,,,,
ge_,get gem gee ged,,,,
suppl_,supply supple,Lithe stash,Supple supply,3.0,True
spa_,span spat spar,,,,
dr_wn,drawn drown,,,,
pe_ny,penny peony,,,,
sh_rt,short shirt,,,,
_hute,chute shute,,,,
w_lling,willing walling,,,,
ha_h,hath hash,,,,
_ettered,lettered fettered,,,,
fe_d,feed feud fend,,,,
ringe_,ringed ringer,,,,
ta_es,tales tabes,,,,
s_roud,shroud stroud,,,,
_ointed,pointed jointed,,,,
_eek,week seek meek peek leek reek,,,,
deput_,deputy depute,,,,
shel_ing,shelving shelling,,,,
stai_,stain stair staid,,,,
ste_l,steel steal,,,,
stro_e,stroke strode strove,,,,
_mply,imply amply,,,,
gr_ce,grace grice,,,,
ri_e,rise rice ride ripe rite rife rime rive,,,,
ra_e,rate race rare rage rape rake rave rale rade,,,,
_orm,form norm worm,,,,
mo_ality,morality modality,,,,
_loe,aloe floe,,,,
a_ple,apple ample,,,,
clea_,clear clean,,,,
_ockey,hockey jockey,,,,
_lider,slider glider,,,,
gr_nd,grand grind,,,,
wee_ing,weeping weeding,,,,
tin_,tiny tint ting tine,,,,
_lit,slit flit,,,,
_issile,missile fissile,,,,
fa_ling,falling failing,,,,
hol_,hold holy hole holt holm,,,,
f_tal,fatal fetal,,,,
y_n,yen yon yin,,,,
_oward,toward coward,Approaching a chicken,Toward coward,3.0,True
_eaven,heaven leaven,,,,True
_ogwood,dogwood logwood,,,,
tor_,torn tort tory tore,,,,
ba_king,banking backing,,,,
f_lling,falling filling,,,,
_rone,prone drone crone krone,,,,
ser_e,serve serge serie,,,,
re_ay,relay repay,,,,
good_,goods goody,,,,
_aze,gaze maze haze daze,,,,
a_ility,ability agility,,,,
nic_,nice nick,,,,
so_er,sober sower,,,,
b_nd,bond band bend bind bund,,,,
s_oke,spoke smoke stoke,,,,
_ract,tract bract,,,,
coo_ie,cookie coolie,,,,
_ais,dais pais,,,,
den_al,dental denial,,,,
d_al,deal dual dial,,,,
sauc_,sauce saucy,,,,
al_ine,alpine aldine,,,,
el_es,elves elles,,,,
lacto_e,lactose lactone,,,,
astra_,astray astral,,,,
luc_,luck luce,,,,
overhea_,overhead overhear,,,,
plai_,plain plaid plait,,,,
p_pper,pepper popper,,,,
_ecession,recession secession,,,,
sl_d,slid sled,,,,
s_ant,scant slant stant,,,,
mater_al,material maternal,,,,
criticis_,criticism criticise,,,,
f_nd,find fund fond fend,,,,
_ava,java lava,,,,
ato_,atom atop,,,,
fine_y,finely finery,,,,
n_ve,nave neve,,,,
f_ying,flying frying,,,,
_educible,reducible deducible,,,,
_rin,grin erin,,,,
to_y,tony tory toby,,,,
_art,part hart cart mart dart tart wart,,,,
miss_,missy missa,,,,
sha_eless,shameless shapeless,,,,
shr_nk,shrink shrank,,,,
je_u,jesu jehu,,,,
e_re,eyre eire,,,,
dive_t,divert divest,,,,
s_ipper,shipper skipper slipper,,,,
che_,chef chew ches,,,,
sha_,shaw shah sham shad shay shag,,,,
_amping,camping tamping,,,,
t_pology,topology typology,,,,
sou_,soul soup sour sous,,,,
_ial,dial vial rial,,,,
s_ng,song sing sang sung,,,,
oile_,oiled oiler,,,,
_adder,ladder madder sadder,,,,
prima_y,primary primacy,,,,
t_ain,train twain,,,,
admire_,admired admirer,,,,
si_ty,sixty silty,,,,
zon_,zone zona,,,,
smel_,smell smelt,,,,
_herewith,therewith wherewith,,,,
possibl_,possible possibly,,,,
tr_ce,trace truce trice,,,,
ke_p,keep kemp kelp,,,,
_eceiver,receiver deceiver,,,,
l_o,leo loo,,,,
c_op,crop chop coop,,,,
m_se,muse mise,,,,
_nus,anus onus,,,,
_right,bright wright fright aright,,,,True
in_entive,incentive inventive,,,,
conte_t,content context contest,,,,
c_b,cab cub cob,,,,
ye_,yet yes yea yen yer yew,,,,
men_al,mental menial,,,,
exp_rt,export expert,,,,True
fancie_,fancied fancier,,,,
fl_or,floor fluor,,,,
s_ag,slag stag snag shag,,,,
o_us,opus onus,,,,
_errier,terrier ferrier,,,,
ma_ter,matter master,Stuff virtuoso,Matter master,3.0,True
ma_er,maker mater maser,,,,
_alaam,salaam balaam,,,,
_ayward,hayward wayward,,,,
_ectoral,sectoral pectoral,,,,
_irth,birth mirth firth girth,,,,
walle_,waller wallet,,,,
cur_y,curry curly,,,,
l_bel,label libel,,,,
sure_y,surely surety,,,,
prote_t,protect protest,,,,
mir_,mira mire,,,,
to_d,told toad toed,,,,
pa_ty,party patty pasty,,,,
doo_,door doom,,,,
beake_,beaker beaked,,,,
whi_,whip whig whim whit whiz,,,,
d_ngle,dingle dangle,,,,
past_,paste pasty,,,,
pro_ound,profound propound,,,,
fo_der,folder fodder,,,,
tri_le,triple trifle,,,,
c_rrie,currie corrie,,,,
buil_,built build,,,,
_ooth,tooth booth sooth,,,,
sn_g,snug snag,,,,
pa_l,paul pall pail pawl,,,,
_acker,packer hacker backer,,,,
gr_ve,grave grove,,,,
press_r,presser pressor,,,,
retin_l,retinal retinol,,,,
re_ter,renter reiter,,,,
d_n,don dan den din dun,,,,
f_nder,finder fender,,,,
bra_,bran brad bray brag brat brae,,,,
rave_,raven ravel,,,,
_nable,unable enable,,,,
be_r,bear beer,,,,
s_acking,stacking smacking,,,,
a_ight,alight aright,,,,
wa_p,warp wasp,,,,
sto_age,storage stowage,,,,
_ute,jute mute cute lute,,,,
os_,ost oss,,,,
_int,hint mint pint tint lint dint oint,,,,
libe_,libel liber,,,,
loo_ing,looking looming looping,,,,
l_t,let lot lit lat,,,,
mo_al,moral modal,,,,
seve_,seven sever,,,,
c_nto,canto cento,,,,
mea_,mean meat meal mead,,,,
pen_,pens pent pend,,,,
ac_e,acre ache acme acne,,,,
s_rew,screw shrew strew,,,,
n_b,neb nab nib nob nub,,,,
profi_ing,profiling profiting,,,,
fl_gging,flagging flogging,,,,
bo_ling,boiling bowling bolling,,,,
g_d,god gad ged,,,,
_und,fund bund,,,,
_irk,kirk dirk,,,,
tri_d,tried triad,,,,
strea_,stream streak,,,,True
te_se,tense tease terse,,,,
s_ay,stay sway slay shay,,,,
mel_,melt mell,,,,
po_ling,polling pooling,,,,
hoar_,hoard hoary,,,,
p_llet,pellet pallet pullet,,,,
s_ull,skull scull,,,,
pel_,pell pelt,,,,
wra_,wrap wray,,,,
thrus_,thrust thrush,,,,
run_,rung rune,,,,
lie_,lien lieu lied lief,,,,
than_,thank thane thana,,,,
b_rgh,burgh bergh,,,,
_atcher,catcher hatcher watcher,,,,
re_tal,rental rectal,,,,
soa_,soap soak soar,,,,
mis_y,misty missy,,,,
_herry,cherry sherry wherry,,,,
_eis,reis deis,,,,
_ew,new few jew dew hew sew pew lew yew mew rew tew,,,,
ha_ker,hacker hawker,,,,
_arb,garb barb,,,,
wan_,want wang wand wane,,,,
god_ess,goddess godless,,,,
assu_ing,assuming assuring,,,,
_rier,drier trier crier brier,,,,
t_at,that teat,,,,
o_s,oss ods,,,,
_ern,fern kern tern,,,,
wa_ter,walter waiter,,,,
cru_,crux crus,,,,
ch_se,chose chase chuse,,,,
la_el,label lapel,,,,
sta_k,stack stark stalk,,,,
_op,top pop hop cop mop sop lop fop,,,,
solidi_y,solidity solidify,,,,
_ea,sea tea yea lea pea zea,,,,
bl_w,blow blew,,,,
w_sp,wasp wisp,,,,
oo_,ook oon,,,,
d_r,dur dor,,,,
he_,her hey hen hem hew hep,,,,
divi_er,divider diviner,,,,
_oker,poker joker,,,,
de_icate,delicate dedicate,,,,
s_nd,send sand,,,,
in_est,invest incest infest ingest,,,,
dece_t,decent deceit,,,,
h_ne,hone hine,,,,
b_ss,bass boss buss,,,,
_asis,basis oasis,,,,
_antry,pantry gantry,,,,
shoo_,shook shoot,,,,
_law,flaw claw,,,,
ste_ling,sterling stealing,,,,
h_ir,hair heir,,,,
_istil,pistil distil,,,,
l_th,lath loth lith,,,,
_olo,solo polo,,,,
li_s,lias liss,,,,
lev_n,levin leven,,,,
br_t,brit bret brat brut,,,,
l_ft,left lift loft,,,,
b_cking,backing bucking,,,,
dr_ve,drive drove,,,,
_oman,woman roman,,,,
_orry,sorry worry lorry,,,,
_inner,dinner winner sinner,,,,
_iber,fiber liber,,,,
octa_e,octave octane,,,,
ni_ety,ninety nicety,,,,
_he,the she,,,,
_egation,negation legation,,,,
f_rry,ferry furry,,,,
_egion,region legion,,,,True
_ucking,sucking ducking bucking,,,,
f_rmer,former farmer,Erstwhile agriculturalist,Former farmer,1.0,True
_umber,number lumber,,,,
spe_d,speed spend,,,,
s_lt,salt silt,,,,
wom_n,women woman,,,,
_uffin,muffin ruffin,,,,
_andy,sandy candy handy dandy bandy,,,,
l_st,last list lost lest lust,,,,
ta_king,talking tacking,,,,
m_tter,matter mutter,,,,True
shi_er,shiver shiner,,,,
_oring,boring loring goring,,,,
grow_,grown growl,,,,
s_oth,sloth sooth,,,,
r_ck,rock rack rick,,,,
foss_,fossa fosse,,,,
ver_,very verb vers vert,,,,
r_t,rat rot ret rut rit,,,,
infe_t,infect infest,,,,
be_et,beset beget benet,,,,
inla_,inlaw inlay,,,,
s_ire,shire spire,,,,
_ealing,dealing healing,,,,
ot_er,other otter,,,,
e_pire,empire expire,,,,True
s_rine,shrine serine,,,,
in_ective,infective invective,,,,
_ngle,angle engle ingle,,,,
nobl_,noble nobly,,,,
ma_h,math mash,,,,
w_tch,watch witch,,,,
_ambler,gambler rambler,,,,
re_ake,remake retake,,,,
w_rn,worn warn,,,,
pl_t,plot plat,,,,
_exed,vexed sexed,,,,
se_en,seven semen,,,,
repe_t,repeat repent,,,,
ran_e,range rance,,,,
d_ing,doing dying,,,,
ma_t,matt mast malt mart,,,,
not_,note nott,,,,
_ister,sister mister lister,,,,
e_g,egg erg,,,,
p_nt,pint pent pant punt,,,,
po_der,powder ponder,,,,
teno_,tenor tenon,,,,
_ully,fully bully gully sully dully,,,,
brai_,brain braid,,,,
re_der,reader render,,,,True
a_low,allow aglow,,,,
fa_ed,faced faded fated,,,,
jagge_,jagged jagger,,,,
_ly,fly ply sly,,,,
_unch,lunch punch bunch hunch munch,,,,
_etainer,retainer detainer,,,,
tot_,tote tota,,,,
ke_nel,kernel kennel,,,,
heav_,heavy heave,,,,
_urn,turn burn,,,,
yea_,year yean,,,,
l_nk,link lank,,,,
l_x,lax lex lux,,,,
ble_ding,bleeding blending,,,,
dro_sy,drowsy dropsy,,,,
_ein,vein rein,,,,
cann_,canny canna,,,,
l_nger,longer linger,,,,
conduc_,conduct conduce,,,,
shal_,shall shale shalt shaly,,,,
d_me,dome dame dime,,,,
boso_,bosom boson,,,,
gri_,grid grip grim grin grit gris,,,,
com_ort,comfort comport,,,,
the_,they them then thee thea,,,,
r_le,rule role rale,,,,
si_k,sick silk sink,,,,
ce_e,cede cere,,,,
there_n,therein thereon,,,,
on_,one ony,,,,
ma_tel,mantel martel,,,,
_ss,ass oss,,,,
_ead,head read lead dead mead bead,,,,
_enet,genet tenet benet,,,,
glan_,gland glans,,,,
_lay,play clay slay,,,,
_wing,owing swing,,,,
ti_e,time tide tire tile tine tice,,,,
_rate,grate crate irate urate,,,,
_top,stop atop,,,,
tr_ck,track truck trick,,,,
_rusty,trusty crusty,,,,
lea_h,leach leash,,,,
t_rry,terry tarry,,,,
hu_ch,hunch hutch,,,,
et_ology,etiology ethology,,,,
spr_ng,spring sprang sprung,,,,
le_r,lear leer,,,,
char_er,charter charger charmer,,,,
_eflected,reflected deflected,,,,
d_de,dade dude dede,,,,
ileu_,ileum ileus,,,,
_iable,liable viable,Probably doable,Liable viable,2.0,True
de_m,deem derm,,,,
ami_,amid amir,,,,
_uzzle,puzzle muzzle,,,,
m_nu,menu manu,,,,
washe_,washed washer,,,,
d_pe,dope dupe,,,,
ri_,rid rim rib rig rip ris rie rit,,,,
_onder,wonder yonder ponder,,,,
gr_b,grab grub,,,,
sh_,she shy,,,,
_rf,erf orf,,,,
lie_e,liege lieve,,,,
_reak,break freak creak wreak,,,,
_asting,casting lasting wasting tasting,,,,
spen_,spent spend,,,,
me_ting,meeting melting,,,,
ny_,nye nys,,,,
ser_,serf sere,,,,
l_af,leaf loaf,,,,
s_agger,stagger swagger,,,,
_eclined,declined reclined,,,,
c_ke,coke cake,,,,
su_mit,submit summit,,,,
_ause,cause pause,,,,
ad_ptive,adaptive adoptive,,,,
p_pillary,papillary pupillary,,,,
bea_,bear beam beat bean bead beak beau beal,,,,
wer_,were wert werk,,,,
erran_,errand errant,,,,
_arrow,narrow marrow barrow harrow yarrow farrow,,,,
_read,bread dread tread,,,,
bo_er,bower boxer boyer borer,,,,
polit_,polite polity,,,,
ma_y,many mary,,,,
al_ne,alone aline,,,,
sans_rit,sanskrit sanscrit,,,,
mar_in,martin margin marlin,,,,True
_rock,brock frock crock,,,,
ta_nt,taint taunt,,,,
_luster,cluster bluster,,,,
tor_id,torrid torpid,,,,
lo_al,local loyal,,,,
tu_k,turk tuck tusk,,,,
_ealer,dealer healer sealer,,,,
_laty,slaty platy,,,,
jacob_an,jacobean jacobian,,,,
swin_,swing swine,,,,
mol_y,molly moldy,,,,
m_d,mid mad mud,,,,
_atency,latency patency,,,,
skille_,skilled skillet,,,,
mi_led,misled milled,,,,
leave_,leaves leaved leaven,,,,
_elief,relief belief,,,,True
_ountain,mountain fountain,,,,
arra_,array arras,,,,
la_,law lay lab las lap lad lag lat lac lam lax lar,,,,
need_,needs needy,,,,
wa_y,wary wavy waxy,,,,
c_rl,carl curl,,,,
s_owy,snowy showy,,,,
jo_,job joy joe jot jog,,,,
ber_h,berth bergh,,,,
_rapper,wrapper trapper,,,,
sh_tter,shutter shatter,,,,
_efer,refer defer,,,,
_windle,dwindle swindle,,,,
_een,been seen keen teen ween,,,,
stra_,straw stray strap,,,,
hur_,hurt hurl,,,,
rea_,real read rear reap ream,,,,
pa_e,page pale pane pave pate pare pape,,,,
_aird,laird caird,,,,
ma_,may man map mar mad mac mat mam mab maw maa,,,,
_ong,long song hong cong wong gong tong rong,,,,
re_d,read reed rend,,,,
s_elt,smelt spelt,,,,
s_itching,switching stitching,,,,
harmonic_,harmonics harmonica,,,,
who_,whom whoa,,,,
ladin_,lading ladino,,,,
so_t,sort soft soot,,,,
r_cker,rocker ricker,,,,
fl_x,flux flax flex,,,,
_inge,hinge tinge,,,,
_aut,taut haut,,,,
foa_,foam foal,,,,
me_ger,merger meager,,,,
materi_l,material materiel,,,,
brav_,brave bravo,,,,
thi_k,think thick,,,,
ti_al,tidal tical,,,,
l_terally,literally laterally,,,,
h_ll,hall hill hell hull,,,,
fielde_,fielder fielded,,,,
ba_l,ball bail baal,,,,
la_e,late lake lane lace lame lave lawe,,,,
emi_,emit emir,,,,
b_ng,bang bing bung,,,,
o_k,oak ork ook,,,,
diver_,divers divert,,,,
_itty,kitty witty ditty,,,,
_ran,iran bran,,,,
_rimming,trimming brimming,,,,
_afe,safe cafe,,,,
spu_,spur spun spud,,,,
i_em,item idem,,,,
_istress,distress mistress,,,,
_ex,sex rex lex vex,,,,
ba_ely,barely basely,,,,
_ate,rate date late gate fate hate mate kate cate pate sate bate,,,,
m_sh,mesh mash mush,,,,
jes_,jest jess jesu,,,,
_oyalty,loyalty royalty,,,,
abl_,able ably,,,,
_ow,now how low row bow cow dow sow tow vow mow yow,,,,
st_b,stab stub,,,,
_owery,bowery lowery,,,,
_assively,passively massively,,,,
ja_ger,jaeger jagger,,,,
baptis_,baptist baptism,,,,
qua_,quay quad quar,,,,
_loss,gloss floss,,,,
ilia_,iliad iliac,,,,
hun_,hung hunt hunk,,,,
ya_,yam yaw yap yak,,,,
c_rve,curve carve,,,,
pi_cher,pitcher pilcher,,,,
e_e,eye eve ere ewe ese eke,,,,
_anilla,vanilla manilla,,,,
_ke,eke ake oke,,,,
th_se,these those,,,,
f_ame,frame flame,,,,
hin_,hint hind hine,,,,
c_ase,cease chase,,,,
crus_,crust crush cruse,,,,
_eil,veil teil,,,,
mo_e,more move mode mole mote mone,,,,
draw_,drawn drawl,,,,
wi_ch,witch winch,,,,
ga_ly,gaily gayly,,,,
sle_,slew sled,,,,
j_t,jet jot jut,,,,
diversi_y,diversity diversify,,,,
bu_k,bulk buck bunk,,,,
_hore,shore whore chore,,,,
_blation,ablation oblation,,,,
cr_ft,craft croft,,,,
patte_,patten patter,,,,
nea_ly,nearly neatly,,,,True
bour_on,bourbon bourdon,,,,
teste_,tester testes,,,,
_out,bout gout tout rout pout,,,,
_asket,basket casket gasket,,,,
_orbid,forbid morbid,,,,
a_ly,ally ably,,,,
si_us,sinus situs,,,,
pla_t,plant platt plait,,,,
d_va,deva diva,,,,
_yne,tyne lyne syne pyne,,,,
d_ring,during daring,,,,True
imag_,image imago,,,,
ha_e,have hate hale hare haze hake hase hame,,,,
_rod,prod trod,,,,
con_,cone cong conn cond,,,,
_eater,heater beater,,,,
s_t,set sat sit sot,,,,
s_ile,smile stile,,,,
_uba,tuba juba,,,,
_addle,saddle paddle,,,,
mixe_,mixed mixer,,,,
aga_e,agate agape agave,,,,
_ulch,mulch gulch,,,,
p_ll,pull poll pill pall pell,,,,
_rawl,crawl trawl brawl drawl,,,,
nulli_y,nullity nullify,,,,
p_tt,pott putt,,,,
mol_,mold mole moll molt,,,,
_icking,picking licking ticking,,,,
t_mmy,tommy tammy,,,,
t_n,ten ton tin tan tun,,,,
u_able,unable usable,,,,True
rou_e,route rouge rouse,,,,
deci_e,decide decile,,,,
th_s,this thus,,,,
test_s,testis testes,,,,
st_ve,steve stove stave,,,,
bl_ss,bless bliss,,,,
vi_or,vigor visor,,,,
s_rely,surely sorely,,,,
contri_e,contrive contrite,,,,
_ir,air sir fir mir hir,,,,
br_n,bran brun,,,,
av_,ave ava,,,,
_ede,bede cede rede dede,,,,
bro_d,broad brood,,,,
sho_t,short shoot shout,,,,
asse_s,assets assess,Take stock,Assess assets,3.0,True
_ourse,course bourse,,,,True
pi_ing,piping piling pining,,,,
coffe_,coffee coffer,,,,
c_est,chest crest,,,,
p_ke,pike poke,,,,
carte_,carter cartel,,,,
re_ection,rejection resection,,,,
sta_ch,starch stanch,,,,
br_w,brow brew,,,,
_evel,level bevel revel,,,,
mart_n,martin marten,,,,True
_eathered,weathered feathered,,,,
s_itch,switch stitch,,,,
s_s,sis sos,,,,
br_nchial,bronchial branchial,,,,
s_ed,seed shed sped sled,,,,
scu_,scum scud,,,,
e_ch,each etch,,,,
_avy,navy wavy,,,,
d_te,date dote,,,,
quali_y,quality qualify,,,,
_uss,fuss russ buss puss muss,,,,
m_sty,misty musty,,,,
_ega,vega mega,,,,
_etract,detract retract,,,,
l_p,lip lap lop lep,,,,
_ameness,sameness lameness,,,,
_lush,flush blush plush slush,,,,
_arry,carry harry marry barry larry parry tarry,,,,
t_ill,twill trill,,,,
adve_t,advent advert,,,,
te_m,term team,,,,
ju_a,jura juba,,,,
ba_ger,badger barger,,,,
f_rearm,forearm firearm,,,,
d_sk,desk disk dusk,,,,
p_ca,pica paca,,,,
_estle,nestle pestle,,,,
hyp_,hypo hype,,,,
simpl_,simple simply,,,,True
va_or,vapor valor,,,,
_ay,may way day say pay lay bay ray hay gay nay jay fay cay,,,,
depend_nt,dependent dependant,,,,
clo_ure,closure cloture,,,,
fa_n,fain fawn faun,,,,
cro_,crop crow,,,,
b_ot,boot blot,,,,
a_iary,apiary aviary,,,,
po_ch,porch pouch,,,,
be_e,bene bede bere,,,,
_hale,shale whale,,,,
wea_,weak wear weal wean,,,,
_rease,grease crease,,,,
_enny,penny jenny,,,,
fi_,fig fit fix fin fir fie fid fil fib,,,,
ho_se,house horse,,,,
_iction,fiction diction,,,,
_ressing,pressing dressing,,,,
man_s,manus manes,,,,
cre_e,crete crepe creme,,,,
ar_es,aries arles,,,,
coa_,coal coat coax,,,,
h_arse,hoarse hearse,,,,
cod_,code coda,,,,
e_it,exit edit emit,,,,
_ram,gram tram dram cram pram,,,,
sm_te,smote smite,,,,
l_sting,listing lasting,,,,
_eight,weight height,,,,True
fr_th,froth frith,,,,
r_am,roam ream,,,,
ea_,eat ear ean,,,,
s_y,say sky shy spy soy sly sty,,,,
pla_a,plaza playa,,,,
bro_k,brook brock,,,,
po_ish,polish popish,,,,
po_tal,postal portal,,,,
wh_m,whom whim,,,,
_rench,french trench wrench drench,,,,True
nav_l,naval navel,,,,
_anter,banter canter,,,,
_oyal,royal loyal,,,,
s_ied,spied shied,,,,
me_s,mess mews,,,,
cha_m,charm chasm,,,,
l_g,leg log lag lug lig,,,,
gor_e,gorge gorse,,,,
f_tter,fitter fetter,,,,
_here,there where,,,,
de_i,devi demi,,,,
s_w,saw sow sew,,,,
juic_,juice juicy,,,,
_rgo,ergo argo,,,,
_uly,july duly,,,,
h_llo,hello hullo,,,,
_amper,hamper damper tamper camper,,,,
fer_,fern fere fers,,,,
_aker,baker maker taker,,,,
calori_,calorie caloric,,,,
tou_h,touch tough,,,,
th_me,theme thyme,,,,
_itten,bitten kitten mitten,,,,
_lot,plot slot blot clot,,,,
_lastic,plastic elastic clastic,,,,
trade_,traded trader,,,,
booke_,booked booker,,,,
pai_,paid pain pair pail pais,,,,
_reath,breath wreath,,,,
assembl_,assembly assemble,,,,
_ingering,lingering fingering,,,,
_tem,item stem,,,,
p_nch,punch pinch,,,,
_otive,motive votive,,,,
in_ernal,internal infernal,,,,
b_ow,blow brow,,,,
v_cation,vacation vocation,,,,
cou_h,couch cough,,,,
ty_e,type tyne tyre,,,,
dee_,deep deed deer deem dees,,,,
s_unt,shunt stunt,,,,
d_l,del dal,,,,
l_ck,lack lock luck lick,,,,
_ending,pending bending lending,,,,
_uke,duke luke,,,,
_ald,bald wald,,,,
b_te,bite bate,,,,
ch_pping,chopping chipping,,,,
_iper,piper viper wiper,,,,
_ooper,cooper hooper,,,,
h_st,host hist hast,,,,
bri_,brit brig brim,,,,
_ittle,little tittle,,,,
m_ch,much mich,,,,
wou_d,would wound,,,,
